age,marital,education,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
32,single,university.degree,no,no,cellular,209,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
33,married,basic.4y,no,no,telephone,202,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,divorced,high.school,yes,no,cellular,247,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,single,unknown,no,no,telephone,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,divorced,unknown,yes,no,telephone,451,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,married,high.school,yes,no,telephone,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,divorced,university.degree,no,no,telephone,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,married,basic.9y,unknown,unknown,telephone,107,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
37,married,professional.course,no,no,cellular,54,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
47,married,professional.course,no,no,cellular,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,married,basic.4y,yes,no,telephone,111,8,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
32,married,university.degree,yes,no,cellular,47,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,divorced,university.degree,yes,no,cellular,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,divorced,university.degree,unknown,unknown,cellular,423,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
41,married,basic.9y,yes,no,cellular,233,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
48,married,basic.9y,yes,no,telephone,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,married,high.school,no,no,cellular,1389,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
57,married,university.degree,no,no,telephone,50,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
28,married,university.degree,no,no,cellular,774,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30,single,high.school,no,no,telephone,454,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
27,single,high.school,no,no,cellular,64,2,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0
44,married,basic.6y,yes,no,telephone,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
43,married,basic.9y,no,no,telephone,110,17,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
28,married,basic.9y,yes,no,cellular,23,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
34,married,basic.9y,no,no,cellular,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
32,married,high.school,yes,no,telephone,251,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
30,single,university.degree,yes,no,cellular,353,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,divorced,university.degree,no,no,cellular,508,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
49,married,basic.4y,yes,no,telephone,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,married,high.school,yes,no,telephone,89,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
56,married,basic.9y,yes,no,telephone,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,single,university.degree,yes,no,cellular,118,1,0,2,success,-1.7,94.027,-38.3,0.9,4991.6,1
42,married,high.school,yes,no,cellular,154,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
51,married,university.degree,yes,yes,telephone,409,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
54,married,basic.9y,no,no,cellular,258,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
40,married,university.degree,yes,no,cellular,335,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,single,basic.9y,yes,no,telephone,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
29,single,university.degree,no,no,cellular,896,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37,married,university.degree,yes,yes,cellular,412,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
35,married,basic.9y,no,no,telephone,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,married,professional.course,yes,no,cellular,149,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
45,married,university.degree,yes,no,cellular,254,1,999,1,failure,-1.8,93.876,-40,0.692,5008.7,0
35,single,university.degree,yes,no,cellular,564,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,married,professional.course,yes,no,cellular,185,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
38,married,basic.9y,yes,no,telephone,1000,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
33,married,basic.9y,yes,no,telephone,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,divorced,basic.9y,yes,no,telephone,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
34,married,university.degree,no,no,telephone,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
51,divorced,high.school,no,no,cellular,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
38,married,high.school,yes,no,cellular,118,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
25,single,basic.9y,no,no,cellular,81,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,single,professional.course,yes,no,cellular,75,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
55,married,university.degree,yes,no,cellular,123,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
37,married,high.school,yes,no,telephone,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,married,high.school,no,no,cellular,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,married,high.school,unknown,unknown,telephone,262,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
59,married,basic.4y,yes,yes,telephone,571,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,married,basic.6y,no,no,telephone,131,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0
74,divorced,high.school,yes,yes,telephone,88,6,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,0
44,divorced,basic.9y,yes,yes,telephone,388,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,single,professional.course,no,no,cellular,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,married,basic.4y,yes,yes,cellular,111,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,divorced,basic.9y,yes,no,cellular,325,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
49,married,unknown,no,no,telephone,112,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
25,single,unknown,no,no,telephone,662,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34,divorced,basic.4y,yes,no,cellular,246,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
37,single,professional.course,yes,no,cellular,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
48,single,university.degree,yes,no,cellular,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
52,married,high.school,yes,no,telephone,575,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,single,professional.course,no,no,cellular,216,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
57,married,basic.9y,yes,no,cellular,342,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,married,basic.4y,yes,no,cellular,117,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,single,high.school,no,no,cellular,145,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
40,married,basic.9y,yes,no,telephone,168,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,married,high.school,yes,yes,telephone,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,single,university.degree,no,no,telephone,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
28,single,university.degree,yes,no,cellular,387,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0
33,married,professional.course,yes,no,cellular,417,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,married,basic.4y,no,no,cellular,81,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
30,married,professional.course,yes,no,cellular,98,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
42,married,professional.course,no,no,cellular,160,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
35,divorced,basic.4y,no,no,cellular,363,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1
41,married,high.school,yes,no,cellular,440,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,single,university.degree,no,no,cellular,906,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
40,married,high.school,no,no,telephone,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
80,married,basic.4y,no,no,cellular,242,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,1
47,married,high.school,no,no,cellular,439,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
39,married,basic.6y,yes,no,cellular,76,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,married,university.degree,no,no,cellular,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,married,high.school,yes,no,telephone,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
50,married,university.degree,no,no,telephone,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,married,basic.9y,yes,no,cellular,656,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
40,married,professional.course,yes,yes,cellular,323,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,married,basic.4y,yes,no,cellular,1689,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
30,married,basic.9y,yes,no,telephone,185,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
23,single,university.degree,yes,no,cellular,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
28,married,basic.9y,no,no,cellular,182,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
41,married,basic.9y,yes,no,cellular,1135,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,1
26,single,basic.9y,no,no,telephone,449,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
45,married,university.degree,no,no,cellular,216,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,single,university.degree,yes,no,cellular,324,1,6,2,success,-1.1,94.601,-49.5,1.032,4963.6,0
32,married,university.degree,no,no,cellular,198,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
32,single,university.degree,no,no,cellular,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
56,divorced,university.degree,no,yes,telephone,311,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,divorced,basic.9y,yes,no,cellular,575,9,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
29,divorced,professional.course,yes,no,telephone,11,19,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
33,married,university.degree,yes,no,cellular,182,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
37,married,basic.4y,yes,no,telephone,94,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51,married,professional.course,no,no,cellular,272,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
32,married,basic.6y,unknown,unknown,telephone,31,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
36,married,basic.4y,no,no,cellular,245,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
36,married,unknown,no,no,telephone,179,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
32,married,professional.course,no,no,telephone,805,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
51,married,professional.course,no,yes,telephone,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
25,married,basic.9y,no,no,telephone,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
39,married,university.degree,yes,no,cellular,120,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,0
33,married,basic.9y,yes,no,cellular,263,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
32,single,professional.course,yes,no,cellular,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,married,basic.9y,yes,no,telephone,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
41,divorced,professional.course,unknown,unknown,telephone,73,1,999,0,nonexistent,-0.1,93.798,-40.4,5,5195.8,0
44,married,university.degree,no,no,telephone,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,married,university.degree,no,no,cellular,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
27,single,high.school,yes,no,telephone,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
51,married,basic.4y,yes,no,telephone,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,married,university.degree,no,no,telephone,42,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
61,married,high.school,no,no,cellular,108,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
48,married,professional.course,yes,no,cellular,315,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1
54,married,university.degree,yes,no,cellular,159,2,4,1,success,-0.1,93.2,-42,4.12,5195.8,0
35,single,high.school,yes,yes,telephone,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
48,married,basic.9y,no,no,cellular,348,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
23,single,professional.course,yes,no,telephone,194,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
33,married,basic.6y,no,no,telephone,1183,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
30,married,university.degree,no,no,cellular,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
25,single,high.school,no,yes,cellular,338,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
44,single,professional.course,no,no,telephone,374,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,single,university.degree,no,yes,telephone,357,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
55,married,high.school,yes,no,cellular,106,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
24,single,basic.9y,no,no,telephone,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
61,married,university.degree,yes,no,cellular,183,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,married,basic.6y,no,no,cellular,36,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
37,single,university.degree,yes,no,cellular,270,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
33,married,professional.course,yes,no,cellular,110,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,married,university.degree,yes,no,cellular,195,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
57,married,basic.9y,yes,no,cellular,27,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,divorced,university.degree,yes,no,cellular,63,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
40,divorced,high.school,no,no,telephone,1449,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
30,single,university.degree,no,no,cellular,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,married,university.degree,no,no,cellular,201,1,5,3,failure,-3.4,92.431,-26.9,0.74,5017.5,1
54,divorced,university.degree,yes,no,telephone,106,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,married,university.degree,no,no,cellular,170,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
31,single,professional.course,yes,no,cellular,935,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
53,married,basic.9y,yes,no,cellular,67,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
43,single,university.degree,yes,no,cellular,670,4,11,1,success,-1.8,93.075,-47.1,1.405,5099.1,1
36,married,basic.9y,yes,no,cellular,620,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
47,divorced,university.degree,yes,no,cellular,507,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
30,married,university.degree,yes,yes,cellular,204,4,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1
31,married,university.degree,yes,yes,cellular,60,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
37,single,basic.9y,no,no,cellular,348,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
27,single,basic.6y,no,no,cellular,1508,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
46,married,high.school,no,no,telephone,354,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
41,married,basic.9y,yes,no,cellular,66,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
44,married,basic.9y,no,no,telephone,109,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
33,married,university.degree,yes,no,cellular,171,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
58,divorced,basic.4y,no,no,cellular,186,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1
34,married,university.degree,yes,no,cellular,213,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
60,single,high.school,no,yes,telephone,474,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
29,married,basic.4y,no,yes,cellular,441,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
26,single,high.school,no,no,telephone,463,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
31,single,high.school,yes,no,telephone,17,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
36,married,university.degree,yes,no,cellular,86,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
59,married,basic.4y,no,no,cellular,202,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
61,married,university.degree,yes,no,cellular,216,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
30,married,high.school,no,no,cellular,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,married,professional.course,no,no,telephone,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,married,high.school,no,no,telephone,700,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,single,high.school,no,no,cellular,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
32,married,university.degree,yes,no,cellular,402,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
31,married,professional.course,yes,no,cellular,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33,married,basic.9y,yes,no,cellular,112,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
30,single,high.school,no,no,cellular,263,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
49,married,university.degree,yes,no,cellular,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
53,married,university.degree,yes,no,cellular,61,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
33,married,high.school,yes,no,cellular,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
46,married,high.school,yes,no,cellular,6,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
45,married,high.school,yes,no,telephone,695,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
31,single,professional.course,yes,no,telephone,188,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,single,basic.9y,no,no,cellular,77,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
29,single,university.degree,yes,yes,cellular,736,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
26,single,basic.9y,yes,no,cellular,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
20,single,unknown,yes,no,cellular,184,4,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,1
42,married,high.school,yes,yes,cellular,77,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
31,married,basic.9y,yes,no,cellular,415,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
56,married,university.degree,no,yes,cellular,41,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
43,divorced,professional.course,no,yes,cellular,306,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,married,high.school,no,yes,cellular,292,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,married,high.school,yes,no,cellular,362,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31,single,university.degree,no,no,cellular,123,3,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
53,divorced,university.degree,yes,no,cellular,107,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
50,married,basic.4y,yes,no,telephone,855,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
37,married,university.degree,unknown,unknown,cellular,34,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
43,married,unknown,no,no,telephone,512,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
45,married,basic.9y,no,no,telephone,973,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
29,divorced,university.degree,yes,no,cellular,238,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
53,married,high.school,no,no,telephone,429,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
34,married,university.degree,no,no,cellular,82,6,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
72,married,high.school,no,no,cellular,257,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
25,single,university.degree,yes,no,cellular,229,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,1
46,married,high.school,no,no,telephone,47,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,single,high.school,no,no,cellular,9,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
57,married,university.degree,yes,yes,cellular,283,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
24,single,professional.course,yes,yes,telephone,233,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,married,basic.6y,yes,no,telephone,5,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,0
45,married,high.school,yes,no,telephone,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,married,university.degree,yes,no,telephone,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,married,basic.9y,no,no,telephone,157,29,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
